Problem #,Problem,Difficulty,Acceptance,LeetCode URL
2342,Max Sum of a Pair With Equal Sum of Digits,Medium,65.90%,https://leetcode.com/problems/max-sum-of-a-pair-with-equal-sum-of-digits
2343,Query Kth Smallest Trimmed Number,Medium,48.10%,https://leetcode.com/problems/query-kth-smallest-trimmed-number
2344,Minimum Deletions to Make Array Divisible,Hard,61.70%,https://leetcode.com/problems/minimum-deletions-to-make-array-divisible
2345,Finding the Number of Visible Mountains,Medium,37.50%,https://leetcode.com/problems/finding-the-number-of-visible-mountains
2346,Compute the Rank as a Percentage,Medium,33.90%,https://leetcode.com/problems/compute-the-rank-as-a-percentage
2347,Best Poker Hand,Easy,62.00%,https://leetcode.com/problems/best-poker-hand
2348,Number of Zero-Filled Subarrays,Medium,70.00%,https://leetcode.com/problems/number-of-zero-filled-subarrays
2349,Design a Number Container System,Medium,57.10%,https://leetcode.com/problems/design-a-number-container-system
2350,Shortest Impossible Sequence of Rolls,Hard,69.30%,https://leetcode.com/problems/shortest-impossible-sequence-of-rolls
2351,First Letter to Appear Twice,Easy,75.20%,https://leetcode.com/problems/first-letter-to-appear-twice
2352,Equal Row and Column Pairs,Medium,71.30%,https://leetcode.com/problems/equal-row-and-column-pairs
2353,Design a Food Rating System,Medium,52.90%,https://leetcode.com/problems/design-a-food-rating-system
2354,Number of Excellent Pairs,Hard,49.50%,https://leetcode.com/problems/number-of-excellent-pairs
2355,Maximum Number of Books You Can Take,Hard,40.00%,https://leetcode.com/problems/maximum-number-of-books-you-can-take
2356,Number of Unique Subjects Taught by Each Teacher,Easy,89.30%,https://leetcode.com/problems/number-of-unique-subjects-taught-by-each-teacher
2357,Make Array Zero by Subtracting Equal Amounts,Easy,73.90%,https://leetcode.com/problems/make-array-zero-by-subtracting-equal-amounts
2358,Maximum Number of Groups Entering a Competition,Medium,68.70%,https://leetcode.com/problems/maximum-number-of-groups-entering-a-competition
2359,Find Closest Node to Given Two Nodes,Medium,53.10%,https://leetcode.com/problems/find-closest-node-to-given-two-nodes
2360,Longest Cycle in a Graph,Hard,51.10%,https://leetcode.com/problems/longest-cycle-in-a-graph
2361,Minimum Costs Using the Train Line,Hard,77.70%,https://leetcode.com/problems/minimum-costs-using-the-train-line
2362,Generate the Invoice,Hard,76.20%,https://leetcode.com/problems/generate-the-invoice
2363,Merge Similar Items,Easy,77.70%,https://leetcode.com/problems/merge-similar-items
2364,Count Number of Bad Pairs,Medium,54.10%,https://leetcode.com/problems/count-number-of-bad-pairs
2365,Task Scheduler II,Medium,55.00%,https://leetcode.com/problems/task-scheduler-ii
2366,Minimum Replacements to Sort the Array,Hard,53.10%,https://leetcode.com/problems/minimum-replacements-to-sort-the-array
2367,Number of Arithmetic Triplets,Easy,85.60%,https://leetcode.com/problems/number-of-arithmetic-triplets
2368,Reachable Nodes With Restrictions,Medium,60.80%,https://leetcode.com/problems/reachable-nodes-with-restrictions
2369,Check if There is a Valid Partition For The Array,Medium,52.50%,https://leetcode.com/problems/check-if-there-is-a-valid-partition-for-the-array
2370,Longest Ideal Subsequence,Medium,46.60%,https://leetcode.com/problems/longest-ideal-subsequence
2371,Minimize Maximum Value in a Grid,Hard,69.80%,https://leetcode.com/problems/minimize-maximum-value-in-a-grid
2372,Calculate the Influence of Each Salesperson,Medium,83.80%,https://leetcode.com/problems/calculate-the-influence-of-each-salesperson
2373,Largest Local Values in a Matrix,Easy,87.70%,https://leetcode.com/problems/largest-local-values-in-a-matrix
2374,Node With Highest Edge Score,Medium,49.60%,https://leetcode.com/problems/node-with-highest-edge-score
2375,Construct Smallest Number From DI String,Medium,85.50%,https://leetcode.com/problems/construct-smallest-number-from-di-string
2376,Count Special Integers,Hard,45.00%,https://leetcode.com/problems/count-special-integers
2377,Sort the Olympic Table,Easy,79.30%,https://leetcode.com/problems/sort-the-olympic-table
2378,Choose Edges to Maximize Score in a Tree,Medium,56.40%,https://leetcode.com/problems/choose-edges-to-maximize-score-in-a-tree
2379,Minimum Recolors to Get K Consecutive Black Blocks,Easy,69.00%,https://leetcode.com/problems/minimum-recolors-to-get-k-consecutive-black-blocks
2380,Time Needed to Rearrange a Binary String,Medium,53.60%,https://leetcode.com/problems/time-needed-to-rearrange-a-binary-string
2381,Shifting Letters II,Medium,53.90%,https://leetcode.com/problems/shifting-letters-ii
2382,Maximum Segment Sum After Removals,Hard,50.30%,https://leetcode.com/problems/maximum-segment-sum-after-removals
2383,Minimum Hours of Training to Win a Competition,Easy,42.80%,https://leetcode.com/problems/minimum-hours-of-training-to-win-a-competition
2384,Largest Palindromic Number,Medium,37.40%,https://leetcode.com/problems/largest-palindromic-number
2385,Amount of Time for Binary Tree to Be Infected,Medium,66.00%,https://leetcode.com/problems/amount-of-time-for-binary-tree-to-be-infected
2386,Find the K-Sum of an Array,Hard,41.90%,https://leetcode.com/problems/find-the-k-sum-of-an-array
2387,Median of a Row Wise Sorted Matrix,Medium,71.10%,https://leetcode.com/problems/median-of-a-row-wise-sorted-matrix
2388,Change Null Values in a Table to the Previous Value,Medium,51.40%,https://leetcode.com/problems/change-null-values-in-a-table-to-the-previous-value
2389,Longest Subsequence With Limited Sum,Easy,73.80%,https://leetcode.com/problems/longest-subsequence-with-limited-sum
2390,Removing Stars From a String,Medium,79.90%,https://leetcode.com/problems/removing-stars-from-a-string
2391,Minimum Amount of Time to Collect Garbage,Medium,85.00%,https://leetcode.com/problems/minimum-amount-of-time-to-collect-garbage
2392,Build a Matrix With Conditions,Hard,79.40%,https://leetcode.com/problems/build-a-matrix-with-conditions
2393,Count Strictly Increasing Subarrays,Medium,70.90%,https://leetcode.com/problems/count-strictly-increasing-subarrays
2394,Employees With Deductions,Medium,42.90%,https://leetcode.com/problems/employees-with-deductions
2395,Find Subarrays With Equal Sum,Easy,67.30%,https://leetcode.com/problems/find-subarrays-with-equal-sum
2396,Strictly Palindromic Number,Medium,90.40%,https://leetcode.com/problems/strictly-palindromic-number
2397,Maximum Rows Covered by Columns,Medium,58.30%,https://leetcode.com/problems/maximum-rows-covered-by-columns
2398,Maximum Number of Robots Within Budget,Hard,39.10%,https://leetcode.com/problems/maximum-number-of-robots-within-budget
2399,Check Distances Between Same Letters,Easy,71.50%,https://leetcode.com/problems/check-distances-between-same-letters
2400,Number of Ways to Reach a Position After Exactly k Steps,Medium,37.30%,https://leetcode.com/problems/number-of-ways-to-reach-a-position-after-exactly-k-steps
2401,Longest Nice Subarray,Medium,64.8,https://leetcode.com/problems/longest-nice-subarray
2402,Meeting Rooms III,Hard,51.4,https://leetcode.com/problems/meeting-rooms-iii
2403,Minimum Time to Kill All Monsters,Hard,56.3,https://leetcode.com/problems/minimum-time-to-kill-all-monsters
2404,Most Frequent Even Element,Easy,54.2,https://leetcode.com/problems/most-frequent-even-element
2405,Optimal Partition of String,Medium,78.5,https://leetcode.com/problems/optimal-partition-of-string
2406,Divide Intervals Into Minimum Number of Groups,Medium,63.6,https://leetcode.com/problems/divide-intervals-into-minimum-number-of-groups
2407,Longest Increasing Subsequence II,Hard,26.5,https://leetcode.com/problems/longest-increasing-subsequence-ii
2408,Design SQL,Medium,63.7,https://leetcode.com/problems/design-sql
2409,Count Days Spent Together,Easy,48.5,https://leetcode.com/problems/count-days-spent-together
2410,Maximum Matching of Players With Trainers,Medium,75.5,https://leetcode.com/problems/maximum-matching-of-players-with-trainers
2411,Smallest Subarrays With Maximum Bitwise OR,Medium,61.9,https://leetcode.com/problems/smallest-subarrays-with-maximum-bitwise-or
2412,Minimum Money Required Before Transactions,Hard,42.5,https://leetcode.com/problems/minimum-money-required-before-transactions
2413,Smallest Even Multiple,Easy,88.6,https://leetcode.com/problems/smallest-even-multiple
2414,Length of the Longest Alphabetical Continuous Substring,Medium,61.2,https://leetcode.com/problems/length-of-the-longest-alphabetical-continuous-substring
2415,Reverse Odd Levels of Binary Tree,Medium,86.7,https://leetcode.com/problems/reverse-odd-levels-of-binary-tree
2416,Sum of Prefix Scores of Strings,Hard,60.9,https://leetcode.com/problems/sum-of-prefix-scores-of-strings
2417,Closest Fair Integer,Medium,43.7,https://leetcode.com/problems/closest-fair-integer
2418,Sort the People,Easy,84.8,https://leetcode.com/problems/sort-the-people
2419,Longest Subarray With Maximum Bitwise AND,Medium,65.4,https://leetcode.com/problems/longest-subarray-with-maximum-bitwise-and
2420,Find All Good Indices,Medium,41.3,https://leetcode.com/problems/find-all-good-indices
2421,Number of Good Paths,Hard,56.6,https://leetcode.com/problems/number-of-good-paths
2422,Merge Operations to Turn Array Into a Palindrome,Medium,68.9,https://leetcode.com/problems/merge-operations-to-turn-array-into-a-palindrome
2423,Remove Letter To Equalize Frequency,Easy,19.6,https://leetcode.com/problems/remove-letter-to-equalize-frequency
2424,Longest Uploaded Prefix,Medium,55.5,https://leetcode.com/problems/longest-uploaded-prefix
2425,Bitwise XOR of All Pairings,Medium,66.9,https://leetcode.com/problems/bitwise-xor-of-all-pairings
2426,Number of Pairs Satisfying Inequality,Hard,47.9,https://leetcode.com/problems/number-of-pairs-satisfying-inequality
2427,Number of Common Factors,Easy,80.4,https://leetcode.com/problems/number-of-common-factors
2428,Maximum Sum of an Hourglass,Medium,77.3,https://leetcode.com/problems/maximum-sum-of-an-hourglass
2429,Minimize XOR,Medium,62.3,https://leetcode.com/problems/minimize-xor
2430,Maximum Deletions on a String,Hard,36.3,https://leetcode.com/problems/maximum-deletions-on-a-string
2431,Maximize Total Tastiness of Purchased Fruits,Medium,64.3,https://leetcode.com/problems/maximize-total-tastiness-of-purchased-fruits
2432,The Employee That Worked on the Longest Task,Easy,51.8,https://leetcode.com/problems/the-employee-that-worked-on-the-longest-task
2433,Find The Original Array of Prefix Xor,Medium,88.5,https://leetcode.com/problems/find-the-original-array-of-prefix-xor
2434,Using a Robot to Print the Lexicographically Smallest String,Medium,62.2,https://leetcode.com/problems/using-a-robot-to-print-the-lexicographically-smallest-string
2435,Paths in Matrix Whose Sum Is Divisible by K,Hard,58.7,https://leetcode.com/problems/paths-in-matrix-whose-sum-is-divisible-by-k
2436,Minimum Split Into Subarrays With GCD Greater Than One,Medium,69.7,https://leetcode.com/problems/minimum-split-into-subarrays-with-gcd-greater-than-one
2437,Number of Valid Clock Times,Easy,48.3,https://leetcode.com/problems/number-of-valid-clock-times
2438,Range Product Queries of Powers,Medium,61.2,https://leetcode.com/problems/range-product-queries-of-powers
2439,Minimize Maximum of Array,Medium,46.6,https://leetcode.com/problems/minimize-maximum-of-array
2440,Create Components With Same Value,Hard,54.2,https://leetcode.com/problems/create-components-with-same-value
2441,Largest Positive Integer That Exists With Its Negative,Easy,74.5,https://leetcode.com/problems/largest-positive-integer-that-exists-with-its-negative
2442,Count Number of Distinct Integers After Reverse Operations,Medium,81.8,https://leetcode.com/problems/count-number-of-distinct-integers-after-reverse-operations
2443,Sum of Number and Its Reverse,Medium,50,https://leetcode.com/problems/sum-of-number-and-its-reverse
2444,Count Subarrays With Fixed Bounds,Hard,69.2,https://leetcode.com/problems/count-subarrays-with-fixed-bounds
2445,Number of Nodes With Value One,Medium,65.9,https://leetcode.com/problems/number-of-nodes-with-value-one
2446,Determine if Two Events Have Conflict,Easy,53.6,https://leetcode.com/problems/determine-if-two-events-have-conflict
2447,Number of Subarrays With GCD Equal to K,Medium,53.5,https://leetcode.com/problems/number-of-subarrays-with-gcd-equal-to-k
2448,Minimum Cost to Make Array Equal,Hard,46.9,https://leetcode.com/problems/minimum-cost-to-make-array-equal
2449,Minimum Number of Operations to Make Arrays Similar,Hard,61.6,https://leetcode.com/problems/minimum-number-of-operations-to-make-arrays-similar
2450,Number of Distinct Binary Strings After Applying Operations,Medium,63.2,https://leetcode.com/problems/number-of-distinct-binary-strings-after-applying-operations
2451,Odd String Difference,Easy,62.2,https://leetcode.com/problems/odd-string-difference
2452,Words Within Two Edits of Dictionary,Medium,73.3,https://leetcode.com/problems/words-within-two-edits-of-dictionary
2453,Destroy Sequential Targets,Medium,42.4,https://leetcode.com/problems/destroy-sequential-targets
2454,Next Greater Element IV,Hard,42.8,https://leetcode.com/problems/next-greater-element-iv
2455,Average Value of Even Numbers That Are Divisible by Three,Easy,63.7,https://leetcode.com/problems/average-value-of-even-numbers-that-are-divisible-by-three
2456,Most Popular Video Creator,Medium,45.6,https://leetcode.com/problems/most-popular-video-creator
2457,Minimum Addition to Make Integer Beautiful,Medium,39,https://leetcode.com/problems/minimum-addition-to-make-integer-beautiful
2458,Height of Binary Tree After Subtree Removal Queries,Hard,54.9,https://leetcode.com/problems/height-of-binary-tree-after-subtree-removal-queries
2459,Sort Array by Moving Items to Empty Space,Hard,45.5,https://leetcode.com/problems/sort-array-by-moving-items-to-empty-space
2460,Apply Operations to an Array,Easy,74.7,https://leetcode.com/problems/apply-operations-to-an-array
2461,Maximum Sum of Distinct Subarrays With Length K,Medium,43.5,https://leetcode.com/problems/maximum-sum-of-distinct-subarrays-with-length-k
2462,Total Cost to Hire K Workers,Medium,43.9,https://leetcode.com/problems/total-cost-to-hire-k-workers
2463,Minimum Total Distance Traveled,Hard,63.2,https://leetcode.com/problems/minimum-total-distance-traveled
2464,Minimum Subarrays in a Valid Split,Medium,64.5,https://leetcode.com/problems/minimum-subarrays-in-a-valid-split
2465,Number of Distinct Averages,Easy,59.2,https://leetcode.com/problems/number-of-distinct-averages
2466,Count Ways To Build Good Strings,Medium,58.8,https://leetcode.com/problems/count-ways-to-build-good-strings
2467,Most Profitable Path in a Tree,Medium,67.3,https://leetcode.com/problems/most-profitable-path-in-a-tree
2468,Split Message Based on Limit,Hard,42.1,https://leetcode.com/problems/split-message-based-on-limit
2469,Convert the Temperature,Easy,90.4,https://leetcode.com/problems/convert-the-temperature
